PlayerName,Foot,Position,AWR,DWR,OVR,PAC,SHO,PAS,DRI,DEF,PHY,SM,DIV,POS,HAN,REF,KIC,SPD
Facundo Barcelo,R,ST,M,M,69,74,69,46,67,27,70,2,-1,-1,-1,-1,-1,-1
Jeremy Ngakia,R,RB,H,M,69,73,28,50,65,67,63,2,-1,-1,-1,-1,-1,-1
Mattia Valoti,R,CM,M,M,69,64,63,73,74,49,43,3,-1,-1,-1,-1,-1,-1
Paolo Ghiglione,R,RM,M,M,69,76,52,65,69,65,62,3,-1,-1,-1,-1,-1,-1
Adalberto Penaranda,R,ST,H,M,69,74,67,65,73,36,60,3,-1,-1,-1,-1,-1,-1
Chris Wondolowski,R,ST,H,H,69,32,72,59,65,47,74,2,-1,-1,-1,-1,-1,-1
Joe Rothwell,R,CM,H,L,69,79,61,66,74,57,65,3,-1,-1,-1,-1,-1,-1
Auro Alvaro da Cruz Junior,R,RB,H,M,69,71,50,65,72,64,63,4,-1,-1,-1,-1,-1,-1
Julian Araujo,R,RB,H,M,69,80,33,60,69,64,66,2,-1,-1,-1,-1,-1,-1
David Wotherspoon,R,LW,H,M,69,67,62,69,73,57,69,3,-1,-1,-1,-1,-1,-1
Anderson Santamaria,R,CB,L,H,69,61,60,65,64,71,71,3,-1,-1,-1,-1,-1,-1
Yasuto Wakizaka,R,CM,H,M,69,62,65,71,70,47,57,2,-1,-1,-1,-1,-1,-1
Rachid Alioui,R,ST,M,L,69,67,69,63,68,34,61,3,-1,-1,-1,-1,-1,-1
Fabrice-Jean Picault,R,LM,H,M,69,86,66,62,71,40,49,3,-1,-1,-1,-1,-1,-1
Santiago Moreno,R,LM,M,M,69,81,57,60,70,47,65,2,-1,-1,-1,-1,-1,-1
Morais Junior,L,LB,M,M,69,70,68,66,68,66,71,3,-1,-1,-1,-1,-1,-1
Jack Hunt,R,RB,H,M,69,76,52,62,67,65,68,3,-1,-1,-1,-1,-1,-1
Ashley Fletcher,R,ST,M,L,69,73,69,44,67,29,69,3,-1,-1,-1,-1,-1,-1
Jose Manuel Sanchez Guillen,L,CB,M,M,69,60,35,53,52,69,71,2,-1,-1,-1,-1,-1,-1
Valentin Cretu,R,RB,H,H,69,84,38,57,61,64,80,2,-1,-1,-1,-1,-1,-1
Oscar Lewicki,R,CDM,M,H,69,62,54,60,66,69,74,2,-1,-1,-1,-1,-1,-1
Hervin Ongenda,R,CAM,M,L,69,77,64,68,72,34,62,4,-1,-1,-1,-1,-1,-1
Fabian Noguera,R,CB,M,M,69,42,38,43,46,69,80,2,-1,-1,-1,-1,-1,-1
Antonio Marchesano,R,CAM,M,M,69,68,61,70,74,46,48,3,-1,-1,-1,-1,-1,-1
Amor Layouni,L,LW,H,M,69,80,63,62,68,35,64,3,-1,-1,-1,-1,-1,-1
Youssef Maleh,L,CM,M,H,69,68,66,69,73,64,65,3,-1,-1,-1,-1,-1,-1
Necip Uysal,R,CDM,M,H,69,65,56,62,64,69,75,2,-1,-1,-1,-1,-1,-1
Ionut Pantiru,L,LB,H,M,69,82,52,61,65,62,74,2,-1,-1,-1,-1,-1,-1
Daniel Lasure Briz,L,LB,M,M,69,71,44,58,61,64,76,2,-1,-1,-1,-1,-1,-1
Edo Kayembe,L,CDM,H,L,69,72,59,64,65,66,78,3,-1,-1,-1,-1,-1,-1
Vito van Crooij,R,RM,H,L,69,77,69,64,69,37,67,3,-1,-1,-1,-1,-1,-1
Molla Wague,R,CB,L,M,69,35,33,42,44,68,82,2,-1,-1,-1,-1,-1,-1
Sam Gallagher,R,ST,H,H,69,69,69,54,64,45,73,3,-1,-1,-1,-1,-1,-1
Caner Osmanpasa,R,CB,M,M,69,43,32,53,58,71,72,2,-1,-1,-1,-1,-1,-1
Patrick Erras,R,CDM,M,H,69,33,42,61,48,68,72,2,-1,-1,-1,-1,-1,-1
Alexandru Matan,R,LM,H,L,69,90,57,63,74,34,51,3,-1,-1,-1,-1,-1,-1
Julian Borner,L,CB,M,H,69,51,58,55,58,68,78,2,-1,-1,-1,-1,-1,-1
Aboubakary Koita,R,LM,M,M,69,86,72,64,72,36,66,4,-1,-1,-1,-1,-1,-1
Mustapha Bundu,R,RM,M,L,69,85,63,65,69,42,65,3,-1,-1,-1,-1,-1,-1
Andrei Ciobanu,R,CAM,H,L,69,78,68,68,72,40,60,3,-1,-1,-1,-1,-1,-1
Tarik Elyounoussi,R,ST,H,H,69,73,68,65,73,43,59,4,-1,-1,-1,-1,-1,-1
Massimo Luongo,R,CDM,M,H,69,68,63,61,69,67,72,3,-1,-1,-1,-1,-1,-1
Sergio Mosquera,R,CB,M,M,69,58,45,41,51,70,74,2,-1,-1,-1,-1,-1,-1
Federico Bonazzoli,L,ST,H,M,69,70,68,53,68,28,59,3,-1,-1,-1,-1,-1,-1
Domen Crnigoj,R,RM,H,M,69,71,59,68,69,37,64,3,-1,-1,-1,-1,-1,-1
Fausto Vera,R,CM,M,M,69,66,57,69,69,62,64,3,-1,-1,-1,-1,-1,-1
Filip Bradaric,R,CM,L,M,69,56,52,70,66,68,70,2,-1,-1,-1,-1,-1,-1
Flavio Emmanuel Lopes Paixao,R,ST,M,L,69,68,68,65,70,34,69,4,-1,-1,-1,-1,-1,-1
Pavel Maslov,R,RB,M,H,69,76,33,59,60,67,65,2,-1,-1,-1,-1,-1,-1
Robert Glatzel,R,ST,M,M,69,65,69,45,64,27,71,2,-1,-1,-1,-1,-1,-1
Liam Bridcutt,R,CDM,L,H,69,54,46,62,67,68,75,3,-1,-1,-1,-1,-1,-1
Jakob Ahlmann,L,LWB,H,M,69,70,48,62,67,64,69,3,-1,-1,-1,-1,-1,-1
Alex Pritchard,R,CAM,H,M,69,66,68,71,72,46,47,3,-1,-1,-1,-1,-1,-1
Dairon Mosquera,L,LB,H,M,69,77,39,59,60,64,74,2,-1,-1,-1,-1,-1,-1
Julius Biada,R,CAM,H,M,69,70,73,62,69,35,67,3,-1,-1,-1,-1,-1,-1
Brayan Garnica,R,RM,M,M,69,77,62,64,73,33,62,3,-1,-1,-1,-1,-1,-1
Gaston Lodico,R,CM,M,M,69,76,58,70,75,55,57,3,-1,-1,-1,-1,-1,-1
Zakaria Aboukhlal,L,RW,H,M,69,84,67,61,72,29,58,4,-1,-1,-1,-1,-1,-1
Guido Mainero,R,RW,H,H,69,87,64,61,70,47,70,3,-1,-1,-1,-1,-1,-1
Erwin Saavedra,R,RB,H,M,69,73,56,56,63,64,54,3,-1,-1,-1,-1,-1,-1
Samuel Shashoua,R,ST,H,M,69,86,68,64,75,38,58,3,-1,-1,-1,-1,-1,-1
Jeremy Mellot,R,RB,H,M,69,79,42,56,65,64,74,3,-1,-1,-1,-1,-1,-1
Deniz Undav,R,ST,M,L,69,61,73,53,68,31,73,3,-1,-1,-1,-1,-1,-1
Matteo Scozzarella,R,CM,M,M,69,78,61,73,72,57,60,3,-1,-1,-1,-1,-1,-1
Cristian Erbes,R,CDM,M,M,69,67,54,60,63,72,65,3,-1,-1,-1,-1,-1,-1
Andres Correa,L,LB,H,M,69,76,40,59,58,62,74,2,-1,-1,-1,-1,-1,-1
Kevin Vandendriessche,R,CM,H,H,69,53,68,67,63,71,83,2,-1,-1,-1,-1,-1,-1
Theerathon Bunmathan,L,LB,M,M,69,71,60,67,69,64,61,3,-1,-1,-1,-1,-1,-1
Aaron Hickey,R,LB,H,H,69,69,50,65,67,66,56,2,-1,-1,-1,-1,-1,-1
Nouha Dicko,R,ST,H,M,69,84,66,60,70,34,72,3,-1,-1,-1,-1,-1,-1
Teddy Teuma,L,CM,H,M,69,69,69,71,72,61,67,3,-1,-1,-1,-1,-1,-1
Filippo Bandinelli,L,CM,M,M,69,72,67,67,69,63,65,3,-1,-1,-1,-1,-1,-1
Rafael Avelino Pinto Barbosa,R,CAM,H,M,69,76,59,66,74,30,49,4,-1,-1,-1,-1,-1,-1
Luca Kilian,R,CB,M,M,69,58,37,56,52,69,72,2,-1,-1,-1,-1,-1,-1
Patricio Cucchi,R,ST,H,M,69,78,67,61,69,37,71,2,-1,-1,-1,-1,-1,-1
James Meredith,L,LB,H,M,69,76,44,61,63,65,75,3,-1,-1,-1,-1,-1,-1
Jose Edgar Andrade da Costa,R,RW,H,M,69,68,69,67,72,46,70,3,-1,-1,-1,-1,-1,-1
Leonardo Pico,R,CDM,M,H,69,58,45,64,65,63,75,2,-1,-1,-1,-1,-1,-1
Gonzalo Bettini,R,RB,H,M,69,64,42,62,64,66,63,2,-1,-1,-1,-1,-1,-1
Immanuel Hohn,R,CB,M,M,69,50,32,52,59,70,64,2,-1,-1,-1,-1,-1,-1
Kouadio Manu Kone,R,CM,H,H,69,71,57,66,74,63,70,3,-1,-1,-1,-1,-1,-1
Matheo Zoch,R,RW,H,M,69,89,55,62,73,23,45,4,-1,-1,-1,-1,-1,-1
Pierre Cornud,L,LB,H,M,69,78,57,65,64,62,70,3,-1,-1,-1,-1,-1,-1
Mathieu Peybernes,R,CB,M,M,69,46,31,50,49,70,75,2,-1,-1,-1,-1,-1,-1
Guillermo Celis,R,CDM,M,M,69,64,51,60,66,68,68,2,-1,-1,-1,-1,-1,-1
Famara Diedhiou,R,ST,H,H,69,59,69,47,66,31,73,3,-1,-1,-1,-1,-1,-1
Dirk Abels,R,RB,M,M,69,58,43,54,62,68,71,2,-1,-1,-1,-1,-1,-1
Kyle McFadzean,R,CB,M,H,69,34,37,48,48,68,78,2,-1,-1,-1,-1,-1,-1
Sandy Walsh,R,RB,H,H,69,66,31,62,64,68,71,3,-1,-1,-1,-1,-1,-1
Svetozar Markovic,R,CB,L,M,69,72,45,54,58,70,70,2,-1,-1,-1,-1,-1,-1
Alexis Soto,L,LB,M,M,69,77,46,62,70,63,73,3,-1,-1,-1,-1,-1,-1
Luis Gonzalez,R,RW,H,M,69,76,64,68,71,37,58,4,-1,-1,-1,-1,-1,-1
Marius Noubissi,R,ST,H,H,69,83,68,54,68,35,80,2,-1,-1,-1,-1,-1,-1
Rafael Schuler Crivellaro,L,CAM,M,M,69,59,67,69,68,45,69,3,-1,-1,-1,-1,-1,-1
Christian Vilches,R,CB,L,H,69,37,40,49,55,70,75,2,-1,-1,-1,-1,-1,-1
Sergio Henrique Francisco,R,LW,H,L,69,66,65,66,70,27,54,3,-1,-1,-1,-1,-1,-1
Sacha Kljestan,R,CM,M,M,69,47,65,73,66,55,68,3,-1,-1,-1,-1,-1,-1
Luciano Abecasis,R,RB,M,M,69,82,50,63,67,64,76,3,-1,-1,-1,-1,-1,-1
Bruno Ricardo Valdez Wilson,R,CB,M,H,69,51,30,45,49,70,75,2,-1,-1,-1,-1,-1,-1
Enzo Lombardo,R,LM,H,M,69,80,61,61,75,35,46,3,-1,-1,-1,-1,-1,-1
Didier Moreno,R,CDM,M,H,69,70,40,57,62,66,79,2,-1,-1,-1,-1,-1,-1
Fabian Reese,R,LW,H,H,69,83,63,65,68,40,75,3,-1,-1,-1,-1,-1,-1
Nuno Miguel Pereira Reis,R,CB,M,M,69,64,48,56,61,68,78,2,-1,-1,-1,-1,-1,-1
Jonathan Iglesias,R,CDM,M,H,69,56,59,68,65,65,62,2,-1,-1,-1,-1,-1,-1
Oguz Ceylan,R,RWB,M,M,69,78,31,63,66,63,63,2,-1,-1,-1,-1,-1,-1
Mallik Wilks,L,RW,H,M,69,83,66,57,71,21,70,3,-1,-1,-1,-1,-1,-1
Juan Nieto,R,CM,M,L,69,69,65,73,69,48,72,3,-1,-1,-1,-1,-1,-1
Keinan Davis,L,ST,M,M,69,65,65,53,67,42,80,3,-1,-1,-1,-1,-1,-1
Clemens Fandrich,R,CM,M,M,69,72,56,67,73,53,52,3,-1,-1,-1,-1,-1,-1
Rene Renner,L,LM,M,M,69,82,61,64,68,62,63,2,-1,-1,-1,-1,-1,-1
Carmelo Valencia,R,ST,M,M,69,75,71,58,67,42,60,3,-1,-1,-1,-1,-1,-1
Eric Mathoho,R,CB,H,H,69,62,40,45,52,70,74,2,-1,-1,-1,-1,-1,-1
Jair Reinoso,R,ST,M,M,69,74,72,47,67,29,59,3,-1,-1,-1,-1,-1,-1
Fousseni Diabate,L,RW,M,L,69,85,64,60,74,24,42,3,-1,-1,-1,-1,-1,-1
Fortune Makaringe,R,CAM,H,M,69,74,62,69,69,46,66,4,-1,-1,-1,-1,-1,-1
Justin Hoogma,L,CB,M,M,69,55,29,51,58,69,72,2,-1,-1,-1,-1,-1,-1
Mateo Klimowicz,R,CF,M,M,69,74,58,64,76,31,47,3,-1,-1,-1,-1,-1,-1
Lukas Jutkiewicz,L,ST,H,M,69,53,67,57,63,40,82,3,-1,-1,-1,-1,-1,-1
Matias Laba,R,CDM,L,M,69,67,55,61,65,65,75,2,-1,-1,-1,-1,-1,-1
Nick Lima,R,RB,H,H,69,82,62,59,67,62,72,3,-1,-1,-1,-1,-1,-1
Alex Bermejo Escribano,R,LM,H,M,69,79,68,65,71,53,61,3,-1,-1,-1,-1,-1,-1
Damian Dabrowski,R,CDM,H,H,69,69,56,65,65,66,78,2,-1,-1,-1,-1,-1,-1
Frederik Tingager,R,CB,M,H,69,41,25,49,49,69,77,2,-1,-1,-1,-1,-1,-1
Rolando Garcia Guerreno,R,CB,L,M,69,52,41,47,49,69,76,2,-1,-1,-1,-1,-1,-1
Benedikt Pichler,R,ST,M,M,69,71,67,63,64,33,71,3,-1,-1,-1,-1,-1,-1
Josh Murphy,R,LM,H,L,69,85,66,61,72,28,51,4,-1,-1,-1,-1,-1,-1
Sebastian Perez,R,CM,M,M,69,68,59,62,67,62,62,3,-1,-1,-1,-1,-1,-1
Cristian Salvador Gonzalez,R,CDM,M,M,69,64,51,61,67,67,77,2,-1,-1,-1,-1,-1,-1
Adam Bodzek,R,CDM,L,H,69,53,54,61,57,71,72,2,-1,-1,-1,-1,-1,-1
Marco Hoger,R,CDM,L,M,69,36,66,67,67,69,71,2,-1,-1,-1,-1,-1,-1
Sran Grahovac,R,CDM,M,H,69,63,58,64,63,67,74,2,-1,-1,-1,-1,-1,-1
Sanjin Prcic,R,CM,M,M,69,53,59,71,68,67,66,3,-1,-1,-1,-1,-1,-1
Jesper Karlstrom,R,CDM,M,M,69,67,54,64,66,66,81,2,-1,-1,-1,-1,-1,-1
Keanu Baccus,R,CDM,M,M,69,71,52,60,69,66,68,2,-1,-1,-1,-1,-1,-1
Tom Krau,R,CDM,H,H,69,70,63,63,66,66,71,2,-1,-1,-1,-1,-1,-1
Timothy Derijck,R,CB,M,H,69,43,45,50,52,72,68,2,-1,-1,-1,-1,-1,-1
Miguel Angel Guerrero Martin,R,ST,H,H,69,66,69,62,68,42,68,3,-1,-1,-1,-1,-1,-1
Gun Hee Kim,R,ST,H,M,69,78,67,54,69,37,77,3,-1,-1,-1,-1,-1,-1
Rodney Kongolo,R,CDM,M,M,69,72,55,59,66,66,78,2,-1,-1,-1,-1,-1,-1
Brennan Johnson,R,RM,M,M,69,87,56,60,70,40,56,2,-1,-1,-1,-1,-1,-1
Laurent Jans,R,RB,M,H,69,68,49,66,69,66,67,3,-1,-1,-1,-1,-1,-1
Jorge Pereyra Diaz,R,RW,M,M,69,76,56,61,71,49,65,3,-1,-1,-1,-1,-1,-1
Christian Ramirez,R,ST,H,L,69,54,70,52,68,30,75,3,-1,-1,-1,-1,-1,-1
Gaetan Bong,L,LB,M,H,69,58,41,67,65,70,65,3,-1,-1,-1,-1,-1,-1
Tim Ream,L,CB,L,M,69,57,43,67,68,70,69,2,-1,-1,-1,-1,-1,-1
John Mary,R,ST,H,L,69,71,68,50,64,21,67,2,-1,-1,-1,-1,-1,-1
Juan Munoz Munoz,R,ST,M,L,69,64,72,54,69,21,66,3,-1,-1,-1,-1,-1,-1
Andrew Hughes,L,CB,M,H,69,66,36,59,60,69,74,2,-1,-1,-1,-1,-1,-1
Frank Boya,R,CDM,H,M,69,46,56,64,64,64,86,2,-1,-1,-1,-1,-1,-1
Varol Tasar,L,RM,H,M,69,82,68,63,70,31,53,3,-1,-1,-1,-1,-1,-1
David Cabrera,L,CDM,M,H,69,63,61,71,67,62,69,3,-1,-1,-1,-1,-1,-1
Steven Beitashour,R,RB,H,H,69,68,51,66,67,65,73,3,-1,-1,-1,-1,-1,-1
Fernand Mayembo,R,CB,L,M,69,46,38,45,49,68,81,2,-1,-1,-1,-1,-1,-1
Nestor Breitenbruch,R,CB,H,H,69,74,41,59,65,68,76,2,-1,-1,-1,-1,-1,-1
Herbert Bockhorn,R,RM,M,M,69,76,60,63,69,64,66,3,-1,-1,-1,-1,-1,-1
Pablo Alvarado,R,CB,M,M,69,50,36,50,59,69,70,2,-1,-1,-1,-1,-1,-1
Daleho Irandust,L,CAM,H,M,69,74,60,66,70,41,64,3,-1,-1,-1,-1,-1,-1
Ari Skulason,L,LWB,H,M,69,63,60,68,66,65,66,3,-1,-1,-1,-1,-1,-1
Tom Bradshaw,R,ST,H,M,69,78,68,51,68,30,69,3,-1,-1,-1,-1,-1,-1
Steven Ugarkovic,R,CDM,M,M,69,70,46,62,67,65,75,3,-1,-1,-1,-1,-1,-1
Tommaso Pobega,L,CM,H,M,69,65,67,64,68,65,69,3,-1,-1,-1,-1,-1,-1
Nir Bitton,R,CB,L,M,69,52,50,65,63,70,73,3,-1,-1,-1,-1,-1,-1
Marcos Riquelme,R,ST,H,L,69,86,68,52,65,24,70,3,-1,-1,-1,-1,-1,-1
Federico Milo,L,LB,H,L,69,79,60,64,73,63,73,3,-1,-1,-1,-1,-1,-1
Cherif Ndiaye,R,ST,M,M,69,77,66,53,67,32,76,2,-1,-1,-1,-1,-1,-1
Agustin Rogel,R,CB,M,M,69,45,34,48,55,68,76,2,-1,-1,-1,-1,-1,-1
Bjorn Kopplin,R,LB,H,M,69,79,56,60,66,63,73,3,-1,-1,-1,-1,-1,-1
James McClean,L,LWB,H,M,69,71,64,66,70,62,76,3,-1,-1,-1,-1,-1,-1
Nicolas Ramirez,R,CB,M,M,69,57,36,51,58,70,69,2,-1,-1,-1,-1,-1,-1
Mario Sampirisi,R,RB,H,M,69,67,37,60,61,67,73,2,-1,-1,-1,-1,-1,-1
Rodrigo Aguirre,L,ST,H,M,69,76,72,54,65,23,65,3,-1,-1,-1,-1,-1,-1
Riccieli da Silva Junior,R,CB,M,M,69,54,33,49,56,69,74,2,-1,-1,-1,-1,-1,-1
Lalas Abubakar,R,CB,M,H,69,56,32,50,47,67,79,2,-1,-1,-1,-1,-1,-1
Bjrn Paulsen,R,CB,H,M,69,56,58,57,57,67,81,2,-1,-1,-1,-1,-1,-1
Christopher Martins,R,CDM,M,H,69,57,54,62,63,67,76,3,-1,-1,-1,-1,-1,-1
Anouar Ait El Hadj,R,CAM,M,M,69,73,58,68,76,44,63,4,-1,-1,-1,-1,-1,-1
Martin Bjrnbak,R,CB,M,M,69,48,47,57,52,67,82,2,-1,-1,-1,-1,-1,-1
Horacio Orzan,R,CM,H,M,69,84,50,68,70,58,73,3,-1,-1,-1,-1,-1,-1
Tyronne Ebuehi,R,RB,M,H,69,88,40,53,65,64,72,2,-1,-1,-1,-1,-1,-1
Thibault De Smet,L,LB,M,M,69,70,47,60,60,66,70,2,-1,-1,-1,-1,-1,-1
Enric Franquesa Dolz,L,LB,M,M,69,74,52,58,64,66,62,2,-1,-1,-1,-1,-1,-1
Bowen Huang,R,CDM,M,M,69,67,63,70,63,65,73,3,-1,-1,-1,-1,-1,-1
Juan David Rios,R,CDM,L,H,69,66,54,61,63,68,75,2,-1,-1,-1,-1,-1,-1
Lasse Vigen,R,CM,M,M,69,73,60,67,68,63,76,3,-1,-1,-1,-1,-1,-1
Juan Garro,R,LM,H,H,69,72,64,60,70,26,62,3,-1,-1,-1,-1,-1,-1
Luca Paganini,R,CM,H,M,69,75,55,68,72,55,67,3,-1,-1,-1,-1,-1,-1
Patrick William Sa De Oliveira,R,CB,H,H,69,57,64,63,56,68,75,2,-1,-1,-1,-1,-1,-1
Carlos Antonio De Souza Junior,R,ST,H,M,69,87,68,64,71,28,66,4,-1,-1,-1,-1,-1,-1
Kosta Barbarouses,R,ST,H,M,69,85,69,62,72,32,71,3,-1,-1,-1,-1,-1,-1
Kenneth Zohore,L,ST,M,L,69,65,69,48,64,26,75,3,-1,-1,-1,-1,-1,-1
Lucas Fernandes,R,RM,H,M,69,86,62,61,72,34,54,3,-1,-1,-1,-1,-1,-1
David Nemeth,R,CB,M,M,69,60,29,43,40,70,79,2,-1,-1,-1,-1,-1,-1
Brian Behrendt,R,CB,M,M,69,66,53,56,45,68,74,2,-1,-1,-1,-1,-1,-1
Maximilian Hofmann,R,CB,L,H,69,61,39,51,51,68,74,2,-1,-1,-1,-1,-1,-1
Nicolas Stefanelli,R,ST,H,M,69,88,67,59,75,33,69,3,-1,-1,-1,-1,-1,-1
Maximiliano Pereira,R,RB,M,M,69,57,59,66,68,69,62,2,-1,-1,-1,-1,-1,-1
Marcio Augusto Da Silva Barbosa,R,RW,H,M,69,82,68,56,72,30,53,4,-1,-1,-1,-1,-1,-1
Andy Najar,R,RB,H,M,69,73,62,67,71,69,63,3,-1,-1,-1,-1,-1,-1
Koji Hachisuka,R,RB,M,M,69,72,42,63,62,65,75,2,-1,-1,-1,-1,-1,-1
Seung Ho Paik,R,CM,M,M,69,63,60,67,73,55,62,4,-1,-1,-1,-1,-1,-1
Pelly-Ruddock Mpanzu,R,CM,M,M,69,79,62,64,72,67,80,3,-1,-1,-1,-1,-1,-1
Callum Elder,L,LB,M,M,69,73,41,61,63,64,68,2,-1,-1,-1,-1,-1,-1
Taras Romanczuk,L,CDM,H,H,69,60,63,62,62,69,77,2,-1,-1,-1,-1,-1,-1
Paul Omo Mukairu,R,LW,H,L,69,84,68,62,71,29,64,3,-1,-1,-1,-1,-1,-1
Lucas Barrios,R,ST,H,L,69,56,71,62,66,42,70,3,-1,-1,-1,-1,-1,-1
Joe Corona,R,CDM,M,M,69,68,59,65,69,68,70,3,-1,-1,-1,-1,-1,-1
Hiroaki Okuno,R,CM,H,M,69,71,70,69,69,54,70,3,-1,-1,-1,-1,-1,-1
Cristian Colman,R,ST,M,M,69,76,66,49,68,30,76,3,-1,-1,-1,-1,-1,-1
Matty Pearson,R,CB,M,M,69,60,43,50,55,70,75,2,-1,-1,-1,-1,-1,-1
Aleksandar Boljevic,R,RW,H,M,69,78,64,64,70,32,61,3,-1,-1,-1,-1,-1,-1
Lucas Taylor Maia Reis,R,RB,H,M,69,83,62,61,70,62,59,3,-1,-1,-1,-1,-1,-1
Jan Moravek,R,CM,M,M,69,37,69,73,72,55,56,3,-1,-1,-1,-1,-1,-1
Daniel dos Anjos,R,ST,M,M,69,65,70,50,67,22,62,2,-1,-1,-1,-1,-1,-1
Shinta Appelkamp,R,CAM,M,M,69,73,55,68,73,37,46,3,-1,-1,-1,-1,-1,-1
Jan Hochscheidt,R,LM,M,M,69,72,68,69,70,57,72,3,-1,-1,-1,-1,-1,-1
Richard Neudecker,L,CM,H,L,69,75,60,70,73,50,69,3,-1,-1,-1,-1,-1,-1
Hiroyuki Abe,R,CAM,M,M,69,80,63,64,70,34,57,3,-1,-1,-1,-1,-1,-1
Oussama Haddadi,L,LB,H,M,69,73,38,60,62,66,74,3,-1,-1,-1,-1,-1,-1
Mohammed Rharsalla,R,LM,H,L,69,82,67,63,71,37,61,3,-1,-1,-1,-1,-1,-1
Murray Wallace,L,CB,M,M,69,58,28,54,60,68,77,2,-1,-1,-1,-1,-1,-1
Gustav Engvall,R,ST,M,L,69,74,67,58,70,31,73,3,-1,-1,-1,-1,-1,-1
Nemanja Milunovic,R,CB,L,M,69,53,39,43,48,70,74,2,-1,-1,-1,-1,-1,-1
Ismael Casas Casado,R,RB,M,M,69,83,37,62,66,62,67,2,-1,-1,-1,-1,-1,-1
Jo Inge Berget,R,RW,H,H,69,76,69,66,67,59,76,3,-1,-1,-1,-1,-1,-1
Ertugrul Ersoy,R,CB,M,M,69,57,29,45,54,70,75,2,-1,-1,-1,-1,-1,-1
Matija Ljujic,L,CM,M,M,69,62,67,69,71,56,69,3,-1,-1,-1,-1,-1,-1
Federico Andrada,R,ST,H,M,69,74,73,63,66,27,66,3,-1,-1,-1,-1,-1,-1
Yosuke Ideguchi,R,CM,H,H,69,71,61,67,65,63,73,3,-1,-1,-1,-1,-1,-1
Diogo Mendes,R,CDM,M,M,69,67,48,60,66,67,72,3,-1,-1,-1,-1,-1,-1
Yann Gboho,R,LM,M,M,69,78,62,63,73,37,55,3,-1,-1,-1,-1,-1,-1
Joe Jacobson,L,LB,M,M,69,68,59,67,64,64,72,2,-1,-1,-1,-1,-1,-1
Glen Rea,R,CDM,M,H,69,63,32,54,61,71,76,2,-1,-1,-1,-1,-1,-1
Matej Pulkrab,R,ST,H,H,69,71,67,54,62,31,74,2,-1,-1,-1,-1,-1,-1
Lei Li,L,LB,M,H,69,75,43,65,64,67,73,3,-1,-1,-1,-1,-1,-1
Farouk Chafai,R,CB,M,M,69,42,44,46,46,69,81,2,-1,-1,-1,-1,-1,-1
Ramon Enriquez Rodriguez,R,CM,M,M,69,70,62,70,67,57,64,3,-1,-1,-1,-1,-1,-1
Luke Brattan,R,CDM,M,M,69,61,63,69,67,61,74,3,-1,-1,-1,-1,-1,-1
Ryan Sanusi,R,CM,M,H,69,65,63,70,70,64,74,3,-1,-1,-1,-1,-1,-1
Jae Suk Oh,R,RB,M,M,69,60,35,58,66,69,70,2,-1,-1,-1,-1,-1,-1
Nedim Bajrami,R,CAM,M,M,69,74,59,67,70,57,64,3,-1,-1,-1,-1,-1,-1
Kevin Varga,R,LM,H,M,69,84,65,64,69,33,53,3,-1,-1,-1,-1,-1,-1
Prince Oniangue,R,CDM,M,M,69,60,65,62,63,68,85,3,-1,-1,-1,-1,-1,-1
William Mendieta,R,CAM,M,M,69,65,68,68,70,31,62,3,-1,-1,-1,-1,-1,-1
Dario Vizinger,R,ST,M,M,69,77,70,54,68,28,65,2,-1,-1,-1,-1,-1,-1
Facundo Perez,R,CM,M,M,69,69,61,66,68,64,64,2,-1,-1,-1,-1,-1,-1
Murilo Henrique Pereira Rocha,R,LM,H,M,69,84,60,61,70,46,70,4,-1,-1,-1,-1,-1,-1
Octavian Popescu,R,LW,H,M,69,81,61,65,76,43,55,3,-1,-1,-1,-1,-1,-1
Stjepan Kukuruzovic,L,CM,M,M,69,51,66,73,63,56,71,3,-1,-1,-1,-1,-1,-1
Tom Pettersson,L,CB,M,M,69,46,49,56,57,67,80,2,-1,-1,-1,-1,-1,-1
Lautaro Comas,R,LM,M,M,69,85,60,60,69,25,43,3,-1,-1,-1,-1,-1,-1
Federico Vera,R,RWB,H,M,69,83,37,53,70,64,67,2,-1,-1,-1,-1,-1,-1
Brian Rodriguez,R,RM,H,M,69,78,63,63,72,31,52,3,-1,-1,-1,-1,-1,-1
Renaud Emond,R,ST,H,M,69,58,71,56,62,27,66,2,-1,-1,-1,-1,-1,-1
Tomoya Inukai,R,CB,L,M,69,57,23,49,44,70,78,2,-1,-1,-1,-1,-1,-1
Kevin Zenon,L,LW,M,M,69,81,66,64,74,42,55,4,-1,-1,-1,-1,-1,-1
Miguel Filipe Nunes Cardoso,R,LW,M,M,69,76,64,65,72,39,55,4,-1,-1,-1,-1,-1,-1
Lincoln,R,ST,M,M,69,75,68,57,72,22,65,3,-1,-1,-1,-1,-1,-1
David Siger,R,CM,M,M,69,64,60,61,64,64,74,2,-1,-1,-1,-1,-1,-1
Magnus Eriksson,L,CAM,H,H,69,51,69,72,68,51,81,3,-1,-1,-1,-1,-1,-1
Marko Bulat,R,CM,H,M,69,68,65,73,71,59,69,3,-1,-1,-1,-1,-1,-1
Soren Gonther,R,CB,M,M,69,60,33,45,43,71,69,2,-1,-1,-1,-1,-1,-1
